Chat #,Sentence #,Word,Tag
1,3,y,O
1,3,tu,O
1,3,plan,O
1,3,sin,O
1,3,pagar,O
1,3,nada,O
1,3,mientras,O
1,3,estés,O
1,3,fuera,O
1,3,.,O
1,4,Cliente,O
1,4,:,O
1,4,No,O
1,4,",",O
1,4,gracias,O
1,4,.,O
1,4,Prefiero,O
1,4,darme,O
1,4,de,O
1,4,baja,O
1,4,definitivamente,O
1,4,y,O
1,4,buscar,O
1,4,otra,O
1,4,opción,O
1,4,cuando,O
1,4,regrese,O
1,4,.,O
1,4,No,O
1,4,sé,O
1,4,cuánto,O
1,4,tiempo,O
1,4,voy,O
1,4,a,O
1,4,estar,O
1,4,fuera,O
1,4,ni,O
1,4,si,O
1,4,voy,O
1,4,a,O
1,4,volver,O
1,4,a,O
1,4,necesitar,O
1,4,el,O
1,4,servicio,O
1,4,de,O
1,4,Celtel,O
1,4,.,O
1,5,Empleado,O
1,5,:,O
1,5,Respetamos,O
1,5,tu,O
1,5,decisión,O
1,5,y,O
1,5,queremos,O
1,5,ayudarte,O
1,5,a,O
1,5,realizar,O
1,5,el,O
1,5,trámite,O
1,5,de,O
1,5,baja,O
1,5,.,O
1,5,Para,O
1,5,eso,O
1,5,",",O
1,5,solo,O
1,5,necesitamos,O
1,5,algunos,O
1,5,datos,O
1,5,tuyos,O
1,5,.,O
1,5,¿,O
1,5,Nos,O
1,5,podrías,O
1,5,decir,O
1,5,tu,O
1,5,nombre,O
1,5,completo,O
1,5,",",O
1,5,tu,O
1,5,número,O
1,5,de,O
1,5,teléfono,O
1,5,y,O
1,5,tu,O
1,5,correo,O
1,5,electrónico,O
1,5,?,O
1,6,Cliente,O
1,6,:,O
1,6,Sí,O
1,6,",",O
1,6,claro,O
1,6,.,O
1,6,Me,O
1,6,llamo,O
1,6,María,B-nombre
1,6,Fernández,I-nombre
1,6,",",O
1,6,mi,O
1,6,número,O
1,6,de,O
1,6,teléfono,O
1,6,es,O
1,6,el,O
1,6,1112345678,B-telefono
1,6,y,O
1,6,mi,O
1,6,correo,O
1,6,electrónico,O
1,6,es,O
1,6,mariafernandez@gmail.com,B-email
1,6,.,O
1,7,Empleado,O
1,7,:,O
1,7,Gracias,O
1,7,por,O
1,7,la,O
1,7,información,O
1,7,",",O
1,7,María,O
1,7,.,O
1,7,Ahora,O
1,7,solo,O
1,7,nos,O
1,7,falta,O
1,7,que,O
1,7,nos,O
1,7,envíes,O
1,7,una,O
1,7,copia,O
1,7,de,O
1,7,tu,O
1,7,documento,O
1,7,de,O
1,7,identidad,O
1,7,y,O
1,7,una,O
1,7,factura,O
1,7,de,O
1,7,algún,O
1,7,servicio,O
1,7,a,O
1,7,tu,O
1,7,nombre,O
1,7,para,O
1,7,verificar,O
1,7,tu,O
1,7,identidad,O
1,7,y,O
1,7,tu,O
1,7,domicilio,O
1,7,.,O
1,7,¿,O
1,7,Podés,O
1,7,hacerlo,O
1,7,ahora,O
1,7,mismo,O
1,7,?,O
1,8,Cliente,O
1,8,:,O
1,8,Sí,O
1,8,",",O
1,8,claro,O
1,8,.,O
1,8,Esperame,O
1,8,un,O
1,8,ratito,O
1,8,que,O
1,8,busco,O
1,8,los,O
1,8,documentos,O
1,8,y,O
1,8,te,O
1,8,los,O
1,8,mando,O
1,8,por,O
1,8,correo,O
1,8,electrónico,O
1,8,.,O
1,9,Empleado,O
1,9,:,O
1,9,Perfecto,O
1,9,.,O
1,9,Te,O
1,9,esperamos,O
1,9,unos,O
1,9,minutos,O
1,9,y,O
1,9,luego,O
1,9,seguimos,O
1,9,con,O
1,9,el,O
1,9,proceso,O
1,9,de,O
1,9,baja,O
1,9,de,O
1,9,tu,O
1,9,cuenta,O
1,9,.,O
1,10,Cliente,O
1,10,:,O
1,10,Gracias,O
1,10,por,O
1,10,tu,O
1,10,atención,O
1,10,y,O
1,10,paciencia,O
1,10,.,O
1,11,Empleado,O
1,11,:,O
1,11,De,O
1,11,nada,O
1,11,",",O
1,11,María,O
1,11,.,O
1,11,Es,O
1,11,un,O
1,11,deber,O
1,11,atenderte,O
1,11,.,O
2,12,Cliente,O
2,12,:,O
2,12,Hola,O
2,12,",",O
2,12,¿,O
2,12,cómo,O
2,12,están,O
2,12,?,O
2,12,Soy,O
2,12,José,B-nombre
2,12,Pérez,I-nombre
2,12,y,O
2,12,quiero,O
2,12,cambiarme,B-intencion
2,12,de,I-intencion
2,12,plan,I-intencion
2,12,en,O
2,12,Celtel,O
2,12,.,O
2,13,Empleado,O
2,13,:,O
2,13,Bienvenido,O
2,13,a,O
2,13,Celtel,O
2,13,",",O
2,13,José,O
2,13,.,O
2,13,Estamos,O
2,13,muy,O
2,13,contentos,O
2,13,de,O
2,13,que,O
2,13,sigas,O
2,13,confiando,O
2,13,en,O
2,13,nuestro,O
2,13,servicio,O
2,13,.,O
2,13,¿,O
2,13,Podrías,O
2,13,decirnos,O
2,13,el,O
2,13,motivo,O
2,13,de,O
2,13,tu,O
2,13,cambio,O
2,13,de,O
2,13,plan,O
2,13,?,O
2,14,Cliente,O
2,14,:,O
2,14,Sí,O
2,14,",",O
2,14,claro,O
2,14,.,O
2,14,El,O
2,14,motivo,O
2,14,es,O
2,14,que,O
2,14,me,O
2,14,voy,O
2,14,a,O
2,14,casar,O
2,14,y,O
2,14,quiero,O
2,14,tener,O
2,14,un,O
2,14,plan,O
2,14,que,O
2,14,me,O
2,14,permita,O
2,14,compartir,O
2,14,los,O
2,14,beneficios,O
2,14,con,O
2,14,mi,O
2,14,pareja,O
2,14,.,O
2,14,Actualmente,O
2,14,tengo,O
2,14,el,O
2,14,plan,O
2,14,escencial,O
2,14,y,O
2,14,creo,O
2,14,que,O
2,14,no,O
2,14,me,O
2,14,conviene,O
2,14,para,O
2,14,mi,O
2,14,nueva,O
2,14,situación,O
2,14,.,O
2,15,Empleado,O
2,15,:,O
2,15,Entendemos,O
2,15,tu,O
2,15,situación,O
2,15,",",O
2,15,José,O
2,15,.,O
2,15,Queremos,O
2,15,felicitarte,O
2,15,por,O
2,15,tu,O
2,15,casamiento,O
2,15,y,O
2,15,ofrecerte,O
2,15,una,O
2,15,solución,O
2,15,.,O
2,15,¿,O
2,15,Te,O
2,15,gustaría,O
2,15,cambiarte,O
2,15,al,O
2,15,plan,O
2,15,familiar,O
2,15,",",O
2,15,que,O
2,15,te,O
2,15,permite,O
2,15,compartir,O
2,15,los,O
2,15,beneficios,O
2,15,del,O
2,15,plan,O
2,15,ilimitado,O
2,15,o,O
2,15,escencial,O
2,15,con,O
2,15,hasta,O
2,15,cuatro,O
2,15,líneas,O
2,15,adicionales,O
2,15,por,O
2,15,un,O
2,15,precio,O
2,15,especial,O
2,15,?,O
2,16,Cliente,O
2,16,:,O
2,16,Sí,O
2,16,",",O
2,16,me,O
2,16,gustaría,O
2,16,mucho,O
2,16,.,O
2,16,Creo,O
2,16,que,O
2,16,es,O
2,16,el,O
2,16,plan,O
2,16,que,O
2,16,más,O
2,16,se,O
2,16,adapta,O
2,16,a,O
2,16,mis,O
2,16,necesidades,O
2,16,.,O
2,16,¿,O
2,16,Qué,O
2,16,tengo,O
2,16,que,O
2,16,hacer,O
2,16,para,O
2,16,cambiarme,O
2,16,al,O
2,16,plan,O
2,16,familiar,O
2,16,?,O
2,17,Empleado,O
2,17,:,O
2,17,Es,O
2,17,muy,O
2,17,fácil,O
2,17,",",O
2,17,José,O
2,17,.,O
2,17,Solo,O
2,17,tenemos,O
2,17,que,O
2,17,verificar,O
2,17,algunos,O
2,17,datos,O
2,17,tuyos,O
2,17,y,O
2,17,confirmar,O
2,17,tu,O
2,17,cambio,O
2,17,de,O
2,17,plan,O
2,17,.,O
2,17,¿,O
2,17,Nos,O
2,17,podrías,O
2,17,decir,O
2,17,tu,O
2,17,nombre,O
2,17,completo,O
2,17,",",O
2,17,tu,O
2,17,número,O
2,17,de,O
2,17,teléfono,O
2,17,y,O
2,17,tu,O
2,17,correo,O
2,17,electrónico,O
2,17,?,O
2,18,Cliente,O
2,18,:,O
2,18,Sí,O
2,18,",",O
2,18,claro,O
2,18,.,O
2,18,Me,O
2,18,llamo,O
2,18,José,B-nombre
2,18,Manuel,I-nombre
2,18,Pérez,I-nombre
2,18,",",O
2,18,mi,O
2,18,número,O
2,18,de,O
2,18,teléfono,O
2,18,es,O
2,18,el,O
2,18,1134567890,B-telefono
2,18,y,O
2,18,mi,O
2,18,correo,O
2,18,electrónico,O
2,18,es,O
2,18,joseperez@gmail.com,B-email
2,18,.,O
2,19,Empleado,O
2,19,:,O
2,19,Gracias,O
2,19,por,O
2,19,la,O
2,19,información,O
2,19,",",O
2,19,José,O
2,19,.,O
2,19,Ahora,O
2,19,solo,O
2,19,nos,O
2,19,falta,O
2,19,que,O
2,19,nos,O
2,19,envíes,O
2,19,una,O
2,19,copia,O
2,19,de,O
2,19,tu,O
2,19,documento,O
2,19,de,O
2,19,identidad,O
2,19,y,O
2,19,una,O
2,19,factura,O
2,19,de,O
2,19,algún,O
2,19,servicio,O
2,19,a,O
2,19,tu,O
2,19,nombre,O
2,19,para,O
2,19,verificar,O
2,19,tu,O
2,19,identidad,O
2,19,y,O
2,19,tu,O
2,19,domicilio,O
2,19,.,O
2,19,¿,O
2,19,Podés,O
2,19,hacerlo,O
2,19,ahora,O
2,19,mismo,O
2,19,?,O
2,20,Cliente,O
2,20,:,O
2,20,Sí,O
2,20,",",O
2,20,claro,O
2,20,.,O
2,20,Esperame,O
2,20,un,O
2,20,ratito,O
2,20,que,O
2,20,busco,O
2,20,los,O
2,20,documentos,O
2,20,y,O
2,20,te,O
2,20,los,O
2,20,mando,O
2,20,por,O
2,20,correo,O
2,20,electrónico,O
2,20,.,O
2,21,Empleado,O
2,21,:,O
2,21,Perfecto,O
2,21,.,O
2,21,Te,O
2,21,esperamos,O
2,21,unos,O
2,21,minutos,O
2,21,y,O
2,21,luego,O
2,21,seguimos,O
2,21,con,O
2,21,el,O
2,21,proceso,O
2,21,de,O
2,21,cambio,O
2,21,de,O
2,21,plan,O
2,21,.,O
2,22,Cliente,O
2,22,:,O
2,22,Gracias,O
2,22,por,O
2,22,tu,O
2,22,atención,O
2,22,y,O
2,22,paciencia,O
2,22,.,O
2,23,Empleado,O
2,23,:,O
2,23,De,O
2,23,nada,O
2,23,",",O
2,23,José,O
2,23,.,O
2,23,Es,O
2,23,un,O
2,23,placer,O
2,23,atenderte,O
2,23,.,O
3,24,Cliente,O
3,24,:,O
3,24,Hola,O
3,24,",",O
3,24,¿,O
3,24,qué,O
3,24,tal,O
3,24,?,O
3,24,Soy,O
3,24,Carlos,B-nombre
3,24,Rodríguez,I-nombre
3,24,y,O
3,24,quiero,O
3,24,crearme,B-intencion
3,24,una,I-intencion
3,24,cuenta,I-intencion
3,24,en,O
3,24,Celtel,O
3,24,.,O
3,25,Empleado,O
3,25,:,O
3,25,Bienvenido,O
3,25,a,O
3,25,Celtel,O
3,25,",",O
3,25,Carlos,O
3,25,.,O
3,25,Estamos,O
3,25,encantados,O
3,25,de,O
3,25,que,O
3,25,nos,O
3,25,elijas,O
3,25,como,O
3,25,tu,O
3,25,proveedor,O
3,25,de,O
3,25,telefonía,O
3,25,.,O
3,25,Para,O
3,25,crear,O
3,25,tu,O
3,25,cuenta,O
3,25,",",O
3,25,solo,O
3,25,tenemos,O
3,25,que,O
3,25,hacerte,O
3,25,unas,O
3,25,preguntas,O
3,25,.,O
3,25,¿,O
3,25,Te,O
3,25,parece,O
3,25,bien,O
3,25,?,O
3,26,Cliente,O
3,26,:,O
3,26,Sí,O
3,26,",",O
3,26,claro,O
3,26,.,O
3,27,Empleado,O
3,27,:,O
3,27,Muy,O
3,27,bien,O
3,27,.,O
3,27,¿,O
3,27,Podrías,O
3,27,decirnos,O
3,27,tu,O
3,27,nombre,O
3,27,completo,O
3,27,",",O
3,27,tu,O
3,27,fecha,O
3,27,de,O
3,27,nacimiento,O
3,27,y,O
3,27,tu,O
3,27,dirección,O
3,27,?,O
3,28,Cliente,O
3,28,:,O
3,28,Claro,O
3,28,.,O
3,28,Me,O
3,28,llamo,O
3,28,Carlos,B-nombre
3,28,Alberto,I-nombre
3,28,Rodríguez,I-nombre
3,28,",",O
3,28,nací,O
3,28,el,O
3,28,8,B-fecha-nacimiento
3,28,de,O-fecha-nacimiento
3,28,agosto,I-fecha-nacimiento
3,28,de,O-fecha-nacimiento
3,28,1986,I-fecha-nacimiento
3,28,y,O
3,28,vivo,O
3,28,en,O
3,28,la,O
3,28,calle,O
3,28,Moreno,B-direccion
3,28,456,I-direccion
3,28,.,O
3,29,Empleado,O
3,29,:,O
3,29,Gracias,O
3,29,por,O
3,29,la,O
3,29,información,O
3,29,",",O
3,29,Carlos,O
3,29,.,O
3,29,¿,O
3,29,Y,O
3,29,cuál,O
3,29,es,O
3,29,tu,O
3,29,correo,O
3,29,electrónico,O
3,29,y,O
3,29,tu,O
3,29,número,O
3,29,de,O
3,29,teléfono,O
3,29,?,O
3,30,Cliente,O
3,30,:,O
3,30,Mi,O
3,30,correo,O
3,30,es,O
3,30,carlosrodriguez@ibm.com,B-email
3,30,y,O
3,30,mi,O
3,30,teléfono,O
3,30,es,O
3,30,el,O
3,30,1189424754,B-telefono
3,30,.,O
3,31,Empleado,O
3,31,:,O
3,31,Excelente,O
3,31,.,O
3,31,Ahora,O
3,31,necesitamos,O
3,31,algunos,O
3,31,datos,O
3,31,de,O
3,31,tu,O
3,31,empresa,O
3,31,.,O
3,31,¿,O
3,31,Dónde,O
3,31,trabajas,O
3,31,?,O
3,32,Cliente,O
3,32,:,O
3,32,Trabajo,O
3,32,en,O
3,32,IBM,B-empresa
3,32,como,O
3,32,analista,O
3,32,de,O
3,32,sistemas,O
3,32,.,O
3,33,Empleado,O
3,33,:,O
3,33,¿,O
3,33,Y,O
3,33,cuál,O
3,33,es,O
3,33,tu,O
3,33,número,O
3,33,de,O
3,33,empleado,O
3,33,?,O
3,34,Cliente,O
3,34,:,O
3,34,Mi,O
3,34,número,O
3,34,de,O
3,34,empleado,O
3,34,es,O
3,34,el,O
3,34,5493,B-numero-empleado
3,34,.,O
3,35,Empleado,O
3,35,:,O
3,35,¿,O
3,35,Desde,O
3,35,cuándo,O
3,35,trabajas,O
3,35,en,O
3,35,IBM,O
3,35,?,O
3,36,Cliente,O
3,36,:,O
3,36,Desde,O
3,36,el,O
3,36,01/07/2019,B-fecha-ingreso
3,36,.,O
3,37,Empleado,O
3,37,:,O
3,37,Muy,O
3,37,bien,O
3,37,.,O
3,37,Ya,O
3,37,tenemos,O
3,37,todos,O
3,37,los,O
3,37,datos,O
3,37,necesarios,O
3,37,para,O
3,37,crear,O
3,37,tu,O
3,37,cuenta,O
3,37,.,O
3,37,Ahora,O
3,37,solo,O
3,37,falta,O
3,37,que,O
3,37,elijas,O
3,37,el,O
3,37,plan,O
3,37,que,O
3,37,más,O
3,37,te,O
3,37,convenga,O
3,37,.,O
3,37,Tenemos,O
3,37,cuatro,O
3,37,opciones,O
3,37,:,O
3,37,plan,O
3,37,ilimitado,O
3,37,",",O
3,37,plan,O
3,37,escencial,O
3,37,",",O
3,37,plan,O
3,37,familiar,O
3,37,y,O
3,37,plan,O
3,37,internacional,O
3,37,.,O
3,37,¿,O
3,37,Quieres,O
3,37,que,O
3,37,te,O
3,37,explique,O
3,37,las,O
3,37,características,O
3,37,y,O
3,37,beneficios,O
3,37,de,O
3,37,cada,O
3,37,uno,O
3,37,?,O
3,38,Cliente,O
3,38,:,O
3,38,Sí,O
3,38,",",O
3,38,por,O
3,38,favor,O
3,38,.,O
3,39,Empleado,O
3,39,:,O
3,39,El,O
3,39,plan,O
3,39,ilimitado,O
3,39,te,O
3,39,ofrece,O
3,39,llamadas,O
3,39,",",O
3,39,mensajes,O
3,39,y,O
3,39,datos,O
3,39,ilimitados,O
3,39,dentro,O
3,39,del,O
3,39,país,O
3,39,por,O
3,39,un,O
3,39,precio,O
3,39,fijo,O
3,39,mensual,O
3,39,.,O
3,39,El,O
3,39,plan,O
3,39,escencial,O
3,39,te,O
3,39,ofrece,O
3,39,una,O
3,39,cantidad,O
3,39,limitada,O
3,39,de,O
3,39,minutos,O
3,39,",",O
3,39,mensajes,O
3,39,y,O
3,39,datos,O
3,39,por,O
3,39,un,O
3,39,precio,O
3,39,más,O
3,39,económico,O
3,39,.,O
3,39,El,O
3,39,plan,O
3,39,familiar,O
3,39,te,O
3,39,permite,O
3,39,compartir,O
3,39,los,O
3,39,beneficios,O
3,39,del,O
3,39,plan,O
3,39,ilimitado,O
3,39,o,O
3,39,escencial,O
3,39,con,O
3,39,hasta,O
3,39,cuatro,O
3,39,líneas,O
3,39,adicionales,O
3,39,por,O
3,39,un,O
3,39,precio,O
3,39,especial,O
3,39,.,O
3,39,Y,O
3,39,el,O
3,39,plan,O
3,39,internacional,O
3,39,te,O
3,39,ofrece,O
3,39,llamadas,O
3,39,",",O
3,39,mensajes,O
3,39,y,O
3,39,datos,O
3,39,ilimitados,O
3,39,dentro,O
3,39,del,O
3,39,país,O
3,39,y,O
3,39,a,O
3,39,más,O
3,39,de,O
3,39,50,O
3,39,destinos,O
3,39,internacionales,O
3,39,por,O
3,39,un,O
3,39,precio,O
3,39,superior,O
3,39,al,O
3,39,del,O
3,39,plan,O
3,39,ilimitado,O
3,39,.,O
3,39,¿,O
3,39,Tienes,O
3,39,alguna,O
3,39,duda,O
3,39,sobre,O
3,39,los,O
3,39,planes,O
3,39,?,O
3,40,Cliente,O
3,40,:,O
3,40,No,O
3,40,",",O
3,40,creo,O
3,40,que,O
3,40,lo,O
3,40,tengo,O
3,40,claro,O
3,40,.,O
3,40,Me,O
3,40,gustaría,O
3,40,inscribirme,O
3,40,al,O
3,40,plan,O
3,40,ilimitado,O
3,40,",",O
3,40,ya,O
3,40,que,O
3,40,uso,O
3,40,mucho,O
3,40,el,O
3,40,celular,O
3,40,para,O
3,40,trabajar,O
3,40,y,O
3,40,quiero,O
3,40,tener,O
3,40,la,O
3,40,mejor,O
3,40,calidad,O
3,40,de,O
3,40,servicio,O
3,40,.,O
3,41,Empleado,O
3,41,:,O
3,41,Muy,O
3,41,buena,O
3,41,elección,O
3,41,",",O
3,41,Carlos,O
3,41,.,O
3,41,El,O
3,41,plan,O
3,41,ilimitado,O
3,41,te,O
3,41,brinda,O
3,41,la,O
3,41,mejor,O
3,41,cobertura,O
3,41,y,O
3,41,calidad,O
3,41,de,O
3,41,servicio,O
3,41,en,O
3,41,el,O
3,41,mercado,O
3,41,.,O
3,41,Para,O
3,41,confirmar,O
3,41,tu,O
3,41,inscripción,O
3,41,al,O
3,41,plan,O
3,41,ilimitado,O
3,41,",",O
3,41,solo,O
3,41,necesitamos,O
3,41,que,O
3,41,nos,O
3,41,envíes,O
3,41,una,O
3,41,copia,O
3,41,de,O
3,41,tu,O
3,41,documento,O
3,41,de,O
3,41,identidad,O
3,41,y,O
3,41,una,O
3,41,factura,O
3,41,de,O
3,41,algún,O
3,41,servicio,O
3,41,a,O
3,41,tu,O
3,41,nombre,O
3,41,para,O
3,41,verificar,O
3,41,tu,O
3,41,domicilio,O
3,41,.,O
3,41,¿,O
3,41,Puedes,O
3,41,hacerlo,O
3,41,ahora,O
3,41,mismo,O
3,41,?,O
3,42,Cliente,O
3,42,:,O
3,42,Sí,O
3,42,",",O
3,42,claro,O
3,42,.,O
3,42,Déjame,O
3,42,buscar,O
3,42,los,O
3,42,documentos,O
3,42,y,O
3,42,te,O
3,42,los,O
3,42,envío,O
3,42,por,O
3,42,correo,O
3,42,electrónico,O
3,42,.,O
3,43,Empleado,O
3,43,:,O
3,43,Perfecto,O
3,43,.,O
3,43,Te,O
3,43,esperamos,O
3,43,unos,O
3,43,minutos,O
3,43,y,O
3,43,luego,O
3,43,continuamos,O
3,43,con,O
3,43,el,O
3,43,proceso,O
3,43,de,O
3,43,activación,O
3,43,de,O
3,43,tu,O
3,43,línea,O
3,43,.,O
3,44,Cliente,O
3,44,:,O
3,44,Gracias,O
3,44,por,O
3,44,tu,O
3,44,atención,O
3,44,y,O
3,44,paciencia,O
3,44,.,O
3,45,Empleado,O
3,45,:,O
3,45,De,O
3,45,nada,O
3,45,",",O
3,45,Carlos,O
3,45,.,O
3,45,Es,O
3,45,un,O
3,45,placer,O
3,45,atenderte,O
3,45,.,O
4,46,Cliente,O
4,46,:,O
4,46,Hola,O
4,46,",",O
4,46,¿,O
4,46,qué,O
4,46,tal,O
4,46,?,O
4,46,Soy,O
4,46,Pablo,B-nombre
4,46,Gómez,I-nombre
4,46,y,O
4,46,me,O
4,46,quiero,O
4,46,dar,B-intencion
4,46,de,I-intencion
4,46,baja,I-intencion
4,46,de,O
4,46,Celtel,O
4,46,.,O
4,47,Empleado,O
4,47,:,O
4,47,Hola,O
4,47,",",O
4,47,Pablo,O
4,47,.,O
4,47,Lamentamos,O
4,47,que,O
4,47,quieras,O
4,47,darte,O
4,47,de,O
4,47,baja,O
4,47,de,O
4,47,nuestro,O
4,47,servicio,O
4,47,.,O
4,47,¿,O
4,47,Podrías,O
4,47,decirnos,O
4,47,el,O
4,47,motivo,O
4,47,de,O
4,47,tu,O
4,47,decisión,O
4,47,?,O
4,48,Cliente,O
4,48,:,O
4,48,Sí,O
4,48,",",O
4,48,claro,O
4,48,.,O
4,48,El,O
4,48,motivo,O
4,48,es,O
4,48,que,O
4,48,son,O
4,48,unos,O
4,48,ladrones,O
4,48,y,O
4,48,unos,O
4,48,estafadores,O
4,48,.,O
4,48,Me,O
4,48,cobran,O
4,48,una,O
4,48,fortuna,O
4,48,por,O
4,48,un,O
4,48,servicio,O
4,48,que,O
4,48,no,O
4,48,funciona,O
4,48,bien,O
4,48,.,O
4,48,Me,O
4,48,quedo,O
4,48,sin,O
4,48,señal,O
4,48,",",O
4,48,sin,O
4,48,datos,O
4,48,y,O
4,48,sin,O
4,48,saldo,O
4,48,.,O
4,48,Además,O
4,48,",",O
4,48,me,O
4,48,ofrecieron,O
4,48,un,O
4,48,plan,O
4,48,que,O
4,48,no,O
4,48,cumple,O
4,48,con,O
4,48,lo,O
4,48,que,O
4,48,prometieron,O
4,48,.,O
4,48,Estoy,O
4,48,harto,O
4,48,de,O
4,48,Celtel,O
4,48,y,O
4,48,quiero,O
4,48,cancelar,O
4,48,mi,O
4,48,cuenta,O
4,48,ya,O
4,48,mismo,O
4,48,.,O
4,49,Empleado,O
4,49,:,O
4,49,Sentimos,O
4,49,mucho,O
4,49,que,O
4,49,hayas,O
4,49,tenido,O
4,49,una,O
4,49,mala,O
4,49,experiencia,O
4,49,con,O
4,49,nuestro,O
4,49,servicio,O
4,49,",",O
4,49,Pablo,O
4,49,.,O
4,49,Queremos,O
4,49,pedirte,O
4,49,disculpas,O
4,49,por,O
4,49,las,O
4,49,molestias,O
4,49,ocasionadas,O
4,49,y,O
4,49,ofrecerte,O
4,49,una,O
4,49,solución,O
4,49,.,O
4,49,¿,O
4,49,Te,O
4,49,gustaría,O
4,49,cambiar,O
4,49,de,O
4,49,plan,O
4,49,o,O
4,49,acceder,O
4,49,a,O
4,49,algún,O
4,49,beneficio,O
4,49,exclusivo,O
4,49,para,O
4,49,clientes,O
4,49,insatisfechos,O
4,49,?,O
4,50,Cliente,O
4,50,:,O
4,50,No,O
4,50,",",O
4,50,no,O
4,50,quiero,O
4,50,nada,O
4,50,de,O
4,50,eso,O
4,50,.,O
4,50,Lo,O
4,50,único,O
4,50,que,O
4,50,quiero,O
4,50,es,O
4,50,darme,O
4,50,de,O
4,50,baja,O
4,50,y,O
4,50,que,O
4,50,me,O
4,50,devuelvan,O
4,50,mi,O
4,50,dinero,O
4,50,.,O
4,50,¿,O
4,50,Es,O
4,50,mucho,O
4,50,pedir,O
4,50,?,O
4,51,Empleado,O
4,51,:,O
4,51,No,O
4,51,",",O
4,51,por,O
4,51,supuesto,O
4,51,que,O
4,51,no,O
4,51,.,O
4,51,Respetamos,O
4,51,tu,O
4,51,decisión,O
4,51,y,O
4,51,queremos,O
4,51,ayudarte,O
4,51,a,O
4,51,realizar,O
4,51,el,O
4,51,trámite,O
4,51,de,O
4,51,baja,O
4,51,.,O
4,51,Para,O
4,51,eso,O
4,51,",",O
4,51,solo,O
4,51,necesitamos,O
4,51,algunos,O
4,51,datos,O
4,51,tuyos,O
4,51,.,O
4,51,¿,O
4,51,Nos,O
4,51,podrías,O
4,51,decir,O
4,51,tu,O
4,51,nombre,O
4,51,completo,O
4,51,",",O
4,51,tu,O
4,51,número,O
4,51,de,O
4,51,teléfono,O
4,51,y,O
4,51,tu,O
4,51,correo,O
4,51,electrónico,O
4,51,?,O
4,52,Cliente,O
4,52,:,O
4,52,Sí,O
4,52,",",O
4,52,cómo,O
4,52,no,O
4,52,.,O
4,52,Me,O
4,52,llamo,O
4,52,Pablo,B-nombre
4,52,Andrés,I-nombre
4,52,Gómez,I-nombre
4,52,",",O
4,52,mi,O
4,52,número,O
4,52,de,O
4,52,teléfono,O
4,52,es,O
4,52,el,O
4,52,1107535123,B-telefono
4,52,y,O
4,52,mi,O
4,52,correo,O
4,52,electrónico,O
4,52,es,O
4,52,pablogomez@outlook.com,B-email
